arm_index,reward
0,0.9797661870503598
0,0.9778975741239893
0,0.9780336581045173
0,0.9761904761904762
0,0.978793256433008
0,0.9767295597484277
0,0.9735398230088496
0,0.979519145146928
0,0.9793987621573829
0,0.9740107913669065
0,0.9792486583184258
0,0.979273693534101
0,0.9793410507569011
0,0.9760714285714286
0,0.9725472547254725
0,0.9773381294964029
0,0.9763440860215054
0,0.9775709219858156
0,0.9773703041144902
0,0.9770186335403727
0,0.9782608695652174
0,0.9777188328912468
0,0.9788581623550402
0,0.9766606822262119
0,0.976544315129812
0,0.9778172138420586
0,0.9785079928952043
0,0.9740341419586703
0,0.9768336314847943
0,0.9795881826320502
0,0.9767921146953406
0,0.9808928571428572
0,0.9785971223021583
0,0.9803234501347708
0,0.9783422459893047
0,0.9802304964539008
0,0.9810205908683975
0,0.9778565101860054
0,0.9761101243339254
0,0.9824156305506218
0,0.9794964028776979
0,0.9783078307830784
0,0.975287865367582
0,0.9744852282900627
0,0.9727762803234502
0,0.9821015138023153
0,0.9772808586762076
0,0.9741007194244605
0,0.9758682101513803
0,0.9775877587758776
0,0.9767295597484277
0,0.9787985865724382
0,0.9779946761313221
0,0.9795373665480427
0,0.9754716981132076
0,0.9735714285714286
0,0.9783735478105452
0,0.980786416443253
0,0.9801601423487545
0,0.978937893789379
0,0.9769707705934456
0,0.9788120567375888
0,0.9773584905660379
0,0.9729390681003585
0,0.9738010657193606
0,0.9750675067506751
0,0.9835847382431234
0,0.9794690265486726
0,0.9786225402504473
0,0.976067615658363
0,0.9762157382847039
0,0.9778577857785778
0,0.9773250664304695
0,0.9764862466725821
0,0.9813604240282686
0,0.9756513926325248
0,0.9747116237799468
0,0.9764176417641764
0,0.9787102473498234
0,0.9827094474153298
0,0.9784629133154603
0,0.9698848538529673
0,0.9755376344086022
0,0.9747538048343778
0,0.9727842435094002
0,0.9759964570416299
0,0.9739091718610864
0,0.9802480070859168
0,0.9783468104222822
0,0.9762376237623763
0,0.9762877442273535
0,0.9786738351254481
0,0.9755102040816327
0,0.9783422459893047
0,0.97816091954023
0,0.9777580071174378
0,0.9759504862953139
0,0.9737265415549599
0,0.9779767233661594
0,0.9786797502230152
0,0.9743362831858406
0,0.9770796460176991
0,0.9761819803746655
0,0.9766606822262119
0,0.9791405550581916
0,0.9787102473498234
0,0.9763181411974978
0,0.9775601068566341
0,0.9766338406445837
0,0.9745341614906833
0,0.977947794779478
0,0.9795737122557727
0,0.9768551236749117
0,0.979133510167993
0,0.977846975088968
0,0.9732974910394266
0,0.9774308652988404
0,0.9787578757875788
0,0.9801980198019802
0,0.9790552584670232
0,0.9702559576345985
0,0.9749328558639212
0,0.980035650623886
0,0.9714791851195749
0,0.9767256637168142
0,0.9822695035460993
0,0.9759856630824373
0,0.9762032085561497
0,0.9728798586572439
0,0.9763507528786537
0,0.9744604316546763
0,0.9793410507569011
0,0.9765805877114871
0,0.9765694076038904
0,0.9772727272727273
0,0.9762500000000001
0,0.9769024171888989
0,0.977175843694494
0,0.9829749103942653
0,0.9785265049415993
0,0.98070796460177
0,0.976544315129812
0,0.9758093525179857
0,0.9744206773618539
0,0.9802829354553493
0,0.978167115902965
0,0.9784191829484903
0,0.9808340727595387
0,0.9778768956289028
0,0.9783422459893047
0,0.9782374100719425
0,0.9811775200713649
0,0.9736559139784947
0,0.9729055258467023
0,0.978225806451613
0,0.9778871978513877
0,0.9798747763864044
0,0.9798408488063661
0,0.9772364924712135
0,0.9742194469223908
0,0.9728482697426797
0,0.9782724844167409
0,0.9756637168141594
0,0.9764547896150403
0,0.9766397124887691
0,0.977717879604672
0,0.9752688172043011
0,0.9801424755120214
0,0.9755083996463307
0,0.9797491039426524
0,0.9758467023172906
0,0.9748882931188562
0,0.9784121320249778
0,0.9755175517551756
0,0.9744473916887711
0,0.9818505338078292
0,0.9762287756925827
0,0.9764653641207816
0,0.9748874887488749
0,0.9762367491166078
0,0.9767050487156776
0,0.9800178412132026
0,0.9763276327632764
0,0.9781362007168459
0,0.9779069767441861
0,0.977538185085355
0,0.9806023029229407
0,0.9791592128801431
0,0.9720353982300884
0,0.9783468104222822
0,0.9761180679785331
0,0.9804424778761063
0,0.9793072824156306
0,0.9780357142857143
0,0.9738201246660732
0,0.9759538598047915
0,0.9769713261648746
0,0.9802654867256638
0,0.977158273381295
0,0.9773534635879219
0,0.978096947935368
0,0.9782801418439717
0,0.9768617021276595
0,0.9746003552397869
0,0.9779069767441861
0,0.9771148708815673
0,0.9774597495527729
0,0.9760425909494232
0,0.9775709219858156
0,0.9789752650176679
0,0.9789893617021277
0,0.9784878487848785
0,0.980373001776199
0,0.9743794326241135
0,0.9763181411974978
0,0.9786738351254481
0,0.9776793622674934
0,0.9758713136729223
0,0.9794642857142858
0,0.9784697508896798
0,0.9805183199285076
0,0.9758007117437723
0,0.976114081996435
0,0.9776292335115865
0,0.9802678571428572
0,0.9779569892473119
0,0.9761061946902655
0,0.9783978397839784
0,0.980572963294539
0,0.9769162210338681
0,0.9773703041144902
0,0.9757950530035336
0,0.9760035682426405
0,0.9757630161579893
0,0.97831541218638
0,0.9764915405164738
0,0.9731356693620845
0,0.9777284826974268
0,0.9754214729370009
0,0.9775692582663092
0,0.977158273381295
0,0.9763134461264471
0,0.9775022143489814
0,0.9741992882562278
0,0.9804770318021202
